Date,Open,High,Low,Close,Adj Close,Volume
2003-03-04,77.599998,77.750000,76.529999,76.699997,50.951492,5672200
2003-03-05,76.699997,77.730003,76.250000,77.730003,51.635735,6658000
2003-03-06,77.000000,77.779999,76.699997,77.070000,51.197269,5876300
2003-03-07,75.709999,77.989998,75.709999,77.900002,51.748642,8129200
2003-03-10,77.449997,77.449997,75.500000,75.699997,50.287212,6641300
2003-03-11,75.820000,76.330002,75.199997,75.349998,50.054688,8119200
2003-03-12,75.250000,75.629997,73.169998,75.180000,49.941772,12773700
2003-03-13,75.989998,78.680000,75.309998,78.449997,52.114010,10452500
2003-03-14,78.449997,79.480003,78.110001,79.000000,52.479362,10117700
2003-03-17,78.000000,82.669998,77.839996,82.459999,54.777832,15193000
2003-03-18,82.459999,83.500000,81.489998,82.470001,54.784470,10795400
2003-03-19,82.089996,82.500000,81.080002,82.000000,54.472256,10473100
2003-03-20,81.709999,82.489998,80.639999,82.199997,54.605125,9046400
2003-03-21,82.760002,84.900002,82.760002,84.900002,56.398716,12625400
2003-03-24,82.459999,83.349998,82.230003,82.250000,54.638317,9352600
2003-03-25,82.000000,84.000000,81.739998,83.449997,55.435471,8777100
2003-03-26,83.000000,83.250000,81.180000,81.550003,54.173313,10531600
2003-03-27,80.750000,82.330002,80.510002,81.449997,54.106880,7265800
2003-03-28,81.050003,81.989998,80.500000,80.849998,53.708313,6649200
2003-03-31,79.260002,79.610001,78.309998,78.430000,52.100719,10169200
2003-04-01,78.500000,79.559998,78.120003,78.730003,52.300018,7861400
2003-04-02,79.900002,81.970001,79.900002,81.459999,54.113552,9700100
2003-04-03,82.320000,83.480003,81.709999,81.910004,54.412457,9623600
2003-04-04,82.349998,82.550003,80.040001,80.790001,53.668468,8985000
2003-04-07,82.599998,82.900002,80.250000,80.470001,53.455875,8881400
2003-04-08,80.620003,80.699997,78.470001,80.070000,53.190170,8057600
2003-04-09,79.699997,80.739998,78.629997,78.709999,52.286690,8543200
2003-04-10,79.099998,79.250000,78.129997,79.010002,52.486012,6880100
2003-04-11,80.099998,81.290001,78.449997,78.750000,52.313290,7573500
2003-04-14,78.500000,80.070000,78.160004,80.070000,53.190170,9006000
2003-04-15,80.070000,82.849998,79.709999,82.790001,54.997032,13613500
2003-04-16,83.379997,84.400002,82.739998,82.879997,55.056816,10790700
2003-04-17,81.889999,84.400002,81.889999,84.260002,55.973572,8802100
2003-04-21,84.400002,84.510002,83.099998,83.360001,55.375702,6703400
2003-04-22,83.360001,86.059998,82.599998,85.629997,56.883640,9542600
2003-04-23,85.239998,85.970001,84.959999,85.750000,56.963360,7084500
2003-04-24,84.650002,85.699997,84.629997,85.199997,56.597977,5943500
2003-04-25,85.209999,85.279999,83.860001,83.879997,55.721123,6790700
2003-04-28,84.050003,85.500000,83.620003,85.120003,56.544861,6363600
2003-04-29,85.339996,86.489998,84.970001,85.660004,56.903603,8682900
2003-04-30,85.660004,85.669998,84.680000,84.900002,56.398716,8444900
2003-05-01,85.300003,86.230003,84.470001,85.889999,57.056347,7485700
2003-05-02,84.449997,87.570000,84.449997,87.570000,58.172379,8381900
2003-05-05,87.199997,88.000000,86.519997,86.519997,57.474854,7632500
2003-05-06,86.300003,88.339996,86.000000,87.510002,58.132534,7459600
2003-05-07,86.949997,87.809998,86.500000,86.680000,57.686657,6754600
2003-05-08,86.370003,86.779999,85.750000,86.050003,57.267368,7188200
2003-05-09,86.900002,87.699997,86.400002,87.550003,58.265640,6222600
2003-05-12,87.550003,89.260002,87.099998,89.000000,59.230629,8445700
2003-05-13,88.779999,90.099998,88.559998,89.980003,59.882843,8668300
2003-05-14,90.000000,90.400002,88.300003,88.699997,59.030964,7752200
2003-05-15,89.500000,89.959999,89.000000,89.900002,59.829559,7102900
2003-05-16,89.669998,89.889999,88.949997,88.989998,59.223946,6831600
2003-05-19,88.050003,88.470001,86.410004,86.449997,57.533573,7298400
2003-05-20,86.580002,87.239998,84.889999,85.769997,57.081009,7331900
2003-05-21,85.769997,86.180000,85.080002,86.180000,57.353867,6741000
2003-05-22,86.250000,86.800003,85.800003,86.080002,57.287334,6277300
2003-05-23,85.750000,85.949997,85.099998,85.260002,56.741604,5187200
2003-05-27,84.510002,87.900002,84.510002,87.690002,58.358814,7163400
2003-05-28,87.599998,88.699997,87.400002,87.570000,58.278931,6539900
2003-05-29,87.570000,88.589996,87.199997,87.360001,58.139164,6898900
2003-05-30,87.449997,88.680000,87.449997,88.040001,58.591740,6184200
2003-06-02,89.000000,89.080002,87.250000,87.330002,58.119198,7697200
2003-06-03,84.320000,85.239998,83.239998,83.820000,55.783268,21106600
2003-06-04,84.000000,84.959999,83.830002,84.250000,56.069443,10734400
2003-06-05,84.000000,84.250000,81.750000,81.900002,54.505493,15256300
2003-06-06,82.250000,83.230003,79.839996,80.050003,53.274288,15160900
2003-06-09,80.000000,82.000000,79.809998,82.000000,54.572029,9756300
2003-06-10,82.349998,82.919998,81.209999,81.709999,54.379017,8896000
2003-06-11,82.750000,84.150002,82.290001,83.970001,55.883099,9815800
2003-06-12,84.800003,84.980003,83.550003,83.949997,55.869774,7072400
2003-06-13,84.150002,84.290001,82.510002,82.750000,55.071194,5727500
2003-06-16,83.099998,84.550003,82.550003,84.500000,56.235813,6492100
2003-06-17,84.949997,84.949997,83.800003,84.300003,56.102715,5873700
2003-06-18,84.150002,84.989998,83.220001,84.699997,56.368927,5941400
2003-06-19,84.949997,85.290001,84.500000,84.550003,56.269093,7277100
2003-06-20,85.000000,85.239998,84.690002,84.919998,56.515308,11900000
2003-06-23,84.790001,84.790001,82.970001,83.180000,55.357349,6311600
2003-06-24,82.949997,84.180000,82.849998,83.629997,55.656811,5062800
2003-06-25,83.550003,84.160004,82.089996,82.489998,54.898129,5548000
2003-06-26,83.699997,84.379997,82.820000,84.349998,56.136002,6374400
2003-06-27,84.150002,84.650002,83.220001,83.419998,55.517059,4532900
2003-06-30,83.900002,84.199997,82.500000,82.500000,54.904793,7950900
2003-07-01,81.400002,83.660004,81.400002,83.589996,55.630188,5785800
2003-07-02,83.949997,84.889999,83.750000,84.739998,56.395546,6009700
2003-07-03,84.250000,84.690002,83.480003,83.949997,55.869774,3009500
2003-07-07,84.800003,86.449997,84.739998,86.089996,57.293972,7614900
2003-07-08,86.089996,86.750000,85.190002,86.250000,57.400478,5873900
2003-07-09,86.099998,86.349998,84.849998,85.470001,56.881359,6709700
2003-07-10,85.000000,85.220001,83.470001,84.029999,55.923027,7509200
2003-07-11,84.099998,85.279999,83.699997,84.889999,56.495365,4534700
2003-07-14,86.000000,86.580002,85.419998,85.419998,56.848072,6455200
2003-07-15,86.150002,87.000000,85.820000,86.440002,57.526932,7910400
2003-07-16,87.000000,87.029999,85.849998,86.739998,57.726582,8837600
2003-07-17,82.699997,83.940002,82.500000,83.330002,55.457176,13515700
2003-07-18,83.849998,84.019997,83.209999,83.720001,55.716724,8567200
2003-07-21,83.199997,83.430000,82.209999,82.500000,54.904793,7036100
2003-07-22,82.500000,83.260002,81.519997,81.849998,54.472233,8744300
2003-07-23,82.000000,82.769997,81.730003,82.300003,54.771690,5326800
2003-07-24,82.949997,82.989998,81.510002,81.510002,54.245911,5859100
2003-07-25,81.599998,83.739998,81.570000,83.550003,55.603603,6204700
2003-07-28,83.669998,83.699997,82.040001,82.540001,54.931393,6423500
2003-07-29,82.550003,82.879997,81.599998,81.800003,54.438931,7282700
2003-07-30,82.449997,82.449997,80.580002,80.959999,53.879902,6654600
2003-07-31,81.800003,82.540001,81.099998,81.250000,54.072891,8050300
2003-08-01,81.150002,81.269997,80.050003,81.269997,54.086212,6475400
2003-08-04,80.750000,81.360001,80.059998,81.129997,53.993034,5888000
2003-08-05,81.129997,81.330002,79.800003,79.849998,53.141193,7018100
2003-08-06,79.699997,80.680000,78.730003,79.750000,53.181179,7472200
2003-08-07,79.690002,80.820000,79.379997,80.690002,53.808041,5298500
2003-08-08,81.050003,81.269997,80.349998,80.879997,53.934715,4613800
2003-08-11,80.870003,81.500000,80.279999,81.019997,54.028084,4261200
2003-08-12,81.449997,81.540001,80.650002,81.510002,54.354839,4634200
2003-08-13,81.650002,82.190002,80.580002,81.199997,54.148129,5138400
2003-08-14,81.000000,81.750000,80.690002,81.559998,54.388168,4562700
2003-08-15,81.800003,81.980003,81.199997,81.790001,54.541550,3623600
2003-08-18,82.050003,83.680000,81.900002,83.519997,55.695190,6847200
2003-08-19,83.099998,83.809998,82.559998,82.849998,55.248417,6318300
2003-08-20,82.000000,83.309998,82.000000,83.050003,55.381794,4829900
2003-08-21,83.389999,83.849998,82.849998,82.849998,55.248417,5185200
2003-08-22,84.250000,84.720001,82.959999,82.970001,55.328442,7434900
2003-08-25,82.849998,83.029999,81.750000,81.959999,54.654945,5150900
2003-08-26,81.650002,82.540001,81.269997,82.500000,55.015034,5569600
2003-08-27,82.000000,82.529999,81.900002,82.000000,54.681625,3834100
2003-08-28,82.000000,82.339996,81.269997,81.900002,54.614910,5516300
2003-08-29,81.949997,82.110001,81.559998,82.010002,54.688293,4222700
2003-09-02,82.400002,85.959999,82.300003,85.760002,57.188957,12406400
2003-09-03,86.239998,87.300003,86.000000,86.330002,57.569050,10835700
2003-09-04,86.330002,88.290001,85.690002,87.910004,58.622673,9889100
2003-09-05,87.000000,88.260002,86.750000,86.949997,57.982506,7896600
2003-09-08,88.449997,89.660004,88.349998,89.099998,59.416252,9213400
2003-09-09,89.199997,89.970001,88.930000,89.419998,59.629642,8102500
2003-09-10,88.989998,89.000000,87.610001,87.839996,58.575993,7322600
2003-09-11,86.750000,88.419998,86.400002,87.919998,58.629364,9753500
2003-09-12,87.599998,89.010002,87.199997,88.699997,59.149490,7209200
2003-09-15,89.699997,89.959999,88.389999,88.489998,59.009430,7305400
2003-09-16,88.489998,90.410004,88.489998,90.290001,60.209805,7896100
2003-09-17,90.400002,91.940002,90.199997,90.629997,60.436497,9086600
2003-09-18,90.629997,92.430000,90.459999,92.000000,61.350079,8338700
2003-09-19,92.449997,93.470001,91.800003,93.279999,62.203640,9412500
2003-09-22,92.239998,92.239998,90.900002,91.389999,60.943333,7302600
2003-09-23,91.500000,92.089996,90.559998,91.339996,60.909962,7935200
2003-09-24,91.080002,91.820000,89.330002,89.400002,59.616283,7575800
2003-09-25,89.400002,90.970001,89.199997,89.410004,59.622940,6585500
2003-09-26,89.410004,90.139999,89.000000,89.050003,59.382877,5095800
2003-09-29,89.250000,90.180000,89.070000,89.449997,59.649605,5723200
2003-09-30,89.199997,89.250000,87.900002,88.330002,58.902752,7056700
2003-10-01,88.750000,90.599998,88.699997,90.349998,60.249763,7925200
2003-10-02,89.550003,90.449997,89.220001,90.080002,60.069759,7428300
2003-10-03,91.000000,91.949997,90.570000,90.639999,60.443169,7479300
2003-10-06,90.739998,91.760002,90.510002,91.180000,60.803257,3845400
2003-10-07,90.500000,91.699997,90.400002,91.699997,61.150017,5369800
2003-10-08,92.000000,92.870003,91.949997,92.660004,61.790222,6418900
2003-10-09,93.300003,93.599998,92.199997,92.449997,61.650173,7593000
2003-10-10,92.400002,93.180000,92.360001,92.669998,61.796871,4500500
2003-10-13,93.099998,93.540001,92.580002,93.199997,62.150269,4839200
2003-10-14,92.650002,92.949997,92.320000,92.720001,61.830219,4699500
2003-10-15,93.900002,94.540001,92.739998,92.739998,61.843544,11558700
2003-10-16,89.269997,89.699997,88.660004,89.279999,59.536251,16994000
2003-10-17,89.279999,89.680000,88.809998,89.230003,59.502903,9506200
2003-10-20,89.349998,89.400002,88.860001,89.000000,59.349564,6971300
2003-10-21,89.250000,89.339996,88.699997,88.930000,59.302860,5287100
2003-10-22,88.300003,89.010002,87.900002,88.459999,58.989464,5600100
2003-10-23,87.599998,88.400002,87.529999,88.150002,58.782749,6046400
2003-10-24,88.150002,88.639999,87.720001,88.419998,58.962784,5471700
2003-10-27,88.800003,89.099998,88.050003,88.519997,59.029442,5099200
2003-10-28,89.050003,89.900002,88.519997,89.900002,59.949688,6959000
2003-10-29,89.599998,89.940002,89.150002,89.339996,59.576263,5180700
2003-10-30,90.000000,90.169998,89.059998,89.120003,59.429546,6535700
2003-10-31,90.709999,90.709999,89.199997,89.480003,59.669655,4836200
2003-11-03,89.900002,90.839996,89.480003,89.680000,59.803028,5825200
2003-11-04,89.680000,89.800003,88.860001,89.139999,59.442898,5146100
2003-11-05,88.519997,88.879997,88.000000,88.489998,59.009430,6296300
2003-11-06,88.330002,89.589996,87.720001,89.339996,59.684204,5668600
2003-11-07,89.400002,89.599998,88.260002,88.260002,58.962692,5543500
2003-11-10,89.550003,90.470001,89.550003,89.949997,60.091709,8349700
2003-11-11,90.000000,90.029999,88.889999,89.360001,59.697544,4841200
2003-11-12,89.449997,91.160004,89.309998,90.690002,60.586075,5901700
2003-11-13,90.400002,91.480003,90.160004,91.089996,60.853291,5277900
2003-11-14,91.019997,91.419998,89.809998,90.250000,60.292126,4510200
2003-11-17,89.900002,90.050003,89.029999,89.800003,59.991486,4748200
2003-11-18,89.919998,90.180000,88.900002,88.949997,59.423656,5284300
2003-11-19,88.320000,89.830002,88.320000,89.400002,59.724262,4156600
2003-11-20,89.300003,89.790001,88.379997,88.389999,59.049553,5111000
2003-11-21,88.400002,88.849998,88.230003,88.629997,59.209877,5935400
2003-11-24,89.029999,89.739998,88.949997,89.660004,59.897984,4722200
2003-11-25,89.660004,89.849998,89.269997,89.430000,59.744293,4305700
2003-11-26,89.790001,90.089996,89.110001,89.910004,60.064976,4146800
2003-11-28,89.900002,90.680000,89.620003,90.540001,60.485855,2195500
2003-12-01,90.900002,91.360001,90.480003,91.010002,60.799839,5234900
2003-12-02,90.570000,91.480003,90.519997,90.750000,60.626148,5091800
2003-12-03,91.150002,91.440002,90.300003,90.300003,60.325504,6169800
2003-12-04,90.050003,91.440002,90.029999,91.419998,61.073738,5360400
2003-12-05,91.300003,91.300003,90.500000,90.639999,60.552658,5878400
2003-12-08,90.519997,91.470001,90.519997,91.199997,60.926792,5342000
2003-12-09,91.150002,92.160004,90.610001,90.629997,60.545990,6971500
2003-12-10,90.690002,92.739998,90.650002,91.730003,61.280849,7138000
2003-12-11,91.959999,92.970001,91.919998,92.400002,61.728409,6412100
2003-12-12,92.699997,93.160004,92.239998,92.709999,61.935543,5079800
2003-12-15,93.430000,93.970001,92.080002,92.110001,61.534695,5964500
2003-12-16,92.110001,94.120003,91.879997,93.980003,62.783970,7501100
2003-12-17,93.849998,93.870003,92.849998,93.400002,62.396496,6052900
2003-12-18,93.000000,93.379997,92.500000,92.730003,61.948887,6873600
2003-12-19,93.230003,93.250000,92.669998,93.139999,62.222786,7090500
2003-12-22,92.830002,93.500000,92.779999,93.389999,62.389812,4332100
2003-12-23,93.070000,93.440002,92.339996,92.790001,61.988987,3677000
2003-12-24,92.800003,92.800003,92.180000,92.269997,61.641575,1760500
2003-12-26,92.370003,93.000000,92.300003,92.900002,62.062489,1408500
2003-12-29,93.099998,93.730003,93.029999,93.519997,62.476665,4033900
2003-12-30,93.269997,93.500000,92.360001,92.629997,61.882065,4003400
2003-12-31,92.660004,92.849998,92.160004,92.680000,61.915489,4726900
2004-01-02,92.860001,93.050003,91.199997,91.550003,61.160595,5327800
2004-01-05,92.000000,93.089996,92.000000,93.050003,62.162693,5276300
2004-01-06,92.199997,93.190002,92.139999,93.059998,62.169365,4380000
2004-01-07,93.139999,93.379997,92.470001,92.779999,61.982319,4927600
2004-01-08,93.209999,93.209999,92.029999,93.040001,62.156013,6179800
2004-01-09,91.750000,92.349998,91.000000,91.209999,60.933437,7930900
2004-01-12,91.209999,92.139999,91.209999,91.550003,61.160595,5130400
2004-01-13,91.449997,91.510002,89.010002,89.699997,59.924702,8842500
2004-01-14,89.900002,90.459999,89.750000,90.309998,60.332207,5505100
2004-01-15,95.070000,95.650002,93.550003,94.019997,62.810680,19812000
2004-01-16,95.000000,95.349998,94.709999,95.320000,63.679192,9302000
2004-01-20,96.000000,97.440002,95.730003,97.099998,64.868309,9285100
2004-01-21,97.230003,98.040001,96.639999,97.699997,65.269127,6949000
2004-01-22,97.839996,98.160004,97.320000,97.510002,65.142204,4371600
2004-01-23,97.820000,98.209999,97.099998,97.900002,65.402733,5283900
2004-01-26,97.900002,99.849998,97.559998,99.849998,66.705460,6189400
2004-01-27,99.400002,99.669998,98.699997,98.800003,66.003998,5345300
2004-01-28,99.150002,99.419998,97.279999,97.379997,65.055359,6549700
2004-01-29,98.099998,98.599998,96.550003,98.010002,65.476219,6642500
2004-01-30,98.019997,99.330002,97.839996,99.230003,66.291275,6137600
2004-02-02,99.150002,99.940002,98.500000,99.389999,66.398170,6200000
2004-02-03,99.000000,100.000000,98.949997,100.000000,66.805656,5604300
2004-02-04,99.379997,100.430000,99.300003,100.190002,66.932594,8387500
2004-02-05,100.000000,100.089996,98.260002,98.860001,66.044113,5975000
2004-02-06,98.849998,99.239998,98.250000,98.940002,66.204689,5516900
2004-02-09,99.309998,99.440002,98.599998,98.949997,66.211388,3742400
2004-02-10,98.449997,99.970001,98.410004,99.610001,66.652992,4057500
2004-02-11,99.199997,100.309998,98.800003,99.959999,66.887192,5505700
2004-02-12,100.059998,100.300003,99.300003,99.300003,66.445580,3611500
2004-02-13,99.099998,100.089996,99.080002,99.709999,66.719910,3562400
2004-02-17,99.989998,100.000000,99.320000,99.370003,66.492409,3930400
2004-02-18,99.309998,99.769997,98.150002,98.419998,65.856712,4830300
2004-02-19,98.419998,99.230003,97.519997,97.800003,65.441849,5447200
2004-02-20,98.599998,98.599998,97.190002,97.309998,65.113983,5690200
2004-02-23,97.400002,97.510002,95.459999,95.959999,64.210648,6629100
2004-02-24,95.199997,97.459999,95.199997,96.790001,64.766006,7008300
2004-02-25,96.500000,97.089996,96.230003,96.540001,64.598801,3362500
2004-02-26,96.269997,97.260002,96.250000,96.790001,64.766006,3965700
2004-02-27,96.800003,97.379997,96.099998,96.500000,64.571968,4715000
2004-03-01,96.500000,97.250000,96.150002,97.040001,64.933319,4454000
2004-03-02,97.599998,97.599998,96.620003,96.820000,64.786102,4976200
2004-03-03,96.570000,96.889999,95.599998,96.839996,64.799507,4806500
2004-03-04,96.580002,96.919998,96.129997,96.389999,64.498390,3547900
2004-03-05,95.949997,96.980003,95.559998,96.449997,64.538490,3970900
2004-03-08,96.489998,96.879997,94.589996,94.589996,63.293911,5084200
2004-03-09,94.300003,95.279999,93.769997,94.529999,63.253757,6390600
2004-03-10,94.379997,94.739998,92.680000,93.059998,62.270145,6536300
2004-03-11,92.000000,92.980003,91.150002,91.209999,61.032207,8560800
2004-03-12,92.000000,93.379997,91.680000,93.300003,62.430748,6290600
2004-03-15,92.599998,92.690002,90.879997,91.820000,61.440403,6523000
2004-03-16,92.400002,92.699997,91.419998,92.449997,61.861961,4627600
2004-03-17,92.570000,93.790001,92.449997,93.389999,62.490948,4663000
2004-03-18,93.050003,93.180000,91.900002,92.849998,62.129631,4605200
2004-03-19,92.860001,92.970001,91.510002,91.620003,61.306576,7058700
2004-03-22,91.269997,91.480003,90.279999,91.019997,60.905075,6223500
2004-03-23,91.599998,92.160004,90.680000,91.320000,61.105820,5065300
2004-03-24,91.570000,92.489998,91.040001,91.769997,61.406933,6210400
2004-03-25,92.150002,92.629997,91.449997,92.389999,61.821819,5585800
2004-03-26,92.389999,93.250000,92.160004,92.769997,62.076061,4397700
2004-03-29,92.989998,93.610001,92.180000,92.680000,62.015850,4876300
2004-03-30,92.669998,92.669998,91.349998,92.320000,61.774963,5415700
2004-03-31,92.070000,92.239998,91.510002,91.839996,61.453766,4613500
2004-04-01,91.669998,92.680000,91.620003,92.370003,61.808426,4246900
2004-04-02,93.550003,94.550003,93.330002,94.199997,63.032967,5894500
2004-04-05,93.949997,94.370003,93.510002,94.180000,63.019585,3936000
2004-04-06,93.599998,93.790001,93.019997,93.699997,62.698380,3860100
2004-04-07,93.370003,93.580002,92.510002,93.080002,62.283508,4537300
2004-04-08,94.000000,94.389999,92.550003,93.120003,62.310287,3868000
2004-04-12,93.500000,94.360001,93.400002,93.739998,62.725143,3112600
2004-04-13,93.790001,94.040001,92.500000,93.040001,62.256756,5013600
2004-04-14,92.099998,93.860001,92.099998,93.699997,62.698380,5316300
2004-04-15,93.800003,94.089996,93.059998,93.449997,62.531105,6844200
2004-04-16,92.300003,92.349998,91.040001,92.279999,61.748199,11118000
2004-04-19,91.900002,92.300003,91.699997,91.940002,61.520706,4159400
2004-04-20,92.000000,92.480003,90.650002,90.650002,60.657509,4260200
2004-04-21,91.150002,91.419998,90.690002,91.260002,61.065685,4623400
2004-04-22,90.500000,91.510002,89.699997,90.739998,60.717754,7988000
2004-04-23,91.000000,91.610001,90.360001,91.279999,61.079067,5063200
2004-04-26,90.750000,91.559998,90.349998,90.430000,60.510338,4533600
2004-04-27,90.650002,91.989998,90.559998,91.110001,60.965313,4768000
2004-04-28,90.300003,90.980003,90.209999,90.410004,60.496922,4706000
2004-04-29,90.010002,90.260002,88.190002,89.080002,59.606968,7763200
2004-04-30,89.010002,89.199997,88.010002,88.169998,58.998032,5019500
2004-05-03,88.129997,88.519997,87.199997,88.019997,58.897671,6070100
2004-05-04,88.019997,89.739998,88.000000,89.000000,59.553425,5451800
2004-05-05,89.750000,89.750000,88.510002,88.959999,59.526653,4402300
2004-05-06,88.099998,89.099998,87.589996,88.360001,59.245052,4319100
2004-05-07,87.750000,89.400002,87.620003,88.190002,59.131084,5407400
2004-05-10,87.599998,88.099998,86.370003,86.879997,58.252739,6692400
2004-05-11,87.199997,88.150002,86.820000,87.129997,58.420345,6575000
2004-05-12,87.250000,87.250000,85.120003,86.809998,58.205791,8445800
2004-05-13,86.790001,87.410004,86.260002,87.190002,58.460575,4708400
2004-05-14,86.650002,87.349998,86.070000,86.410004,57.937592,5197800
2004-05-17,85.300003,86.029999,85.150002,85.529999,57.347546,5700000
2004-05-18,86.080002,86.489998,86.000000,86.059998,57.702896,4401100
2004-05-19,87.400002,88.879997,86.500000,87.050003,58.366711,7431800
2004-05-20,87.059998,87.949997,87.050003,87.419998,58.614796,4031500
2004-05-21,87.589996,88.180000,86.910004,87.129997,58.420345,5130000
2004-05-24,87.750000,87.839996,86.550003,87.099998,58.400238,3778100
2004-05-25,86.750000,88.919998,86.550003,88.699997,59.473057,5358100
2004-05-26,88.639999,88.849998,88.040001,88.349998,59.238331,4308200
2004-05-27,88.750000,89.080002,87.980003,88.589996,59.399273,4094600
2004-05-28,88.480003,88.849998,88.250000,88.589996,59.399273,3203800
2004-06-01,88.000000,88.480003,87.300003,88.120003,59.084141,4884300
2004-06-02,88.639999,88.639999,87.889999,87.980003,58.990276,3912600
2004-06-03,87.849998,88.099998,87.349998,87.349998,58.567875,3011500
2004-06-04,87.949997,88.489998,87.500000,87.559998,58.708664,3803400
2004-06-07,88.750000,88.989998,88.010002,88.639999,59.432804,4264500
2004-06-08,88.639999,90.500000,88.400002,90.040001,60.371521,5400300
2004-06-09,89.900002,90.550003,89.809998,90.089996,60.404999,5233400
2004-06-10,90.230003,90.750000,89.889999,90.459999,60.653095,3468700
2004-06-14,90.050003,90.580002,89.620003,90.070000,60.391613,4121400
2004-06-15,90.489998,91.209999,90.230003,90.540001,60.706753,4508300
2004-06-16,90.250000,90.930000,90.089996,90.379997,60.599453,3145700
2004-06-17,90.500000,90.559998,90.070000,90.440002,60.639698,4180200
2004-06-18,90.199997,90.800003,89.900002,90.059998,60.384903,6470800
2004-06-21,90.400002,90.430000,89.309998,89.489998,60.002701,3843400
2004-06-22,89.279999,90.239998,89.129997,90.019997,60.358078,4149300
2004-06-23,90.099998,90.839996,89.839996,90.790001,60.874355,4354700
2004-06-24,90.279999,90.919998,89.839996,89.989998,60.337986,4069400
2004-06-25,89.949997,90.230003,88.940002,89.550003,60.042942,5604700
2004-06-28,89.709999,89.900002,88.360001,88.709999,59.479740,4423200
2004-06-29,88.349998,88.489998,87.900002,88.290001,59.198128,4394800
2004-06-30,88.300003,88.500000,87.699997,88.150002,59.104240,4724000
2004-07-01,88.279999,88.440002,86.570000,87.500000,58.668423,5093900
2004-07-02,87.449997,87.550003,86.599998,87.040001,58.360004,2874500
2004-07-06,86.500000,86.730003,85.129997,85.699997,57.461521,6408100
2004-07-07,85.300003,85.940002,85.050003,85.349998,57.226852,5677300
2004-07-08,85.000000,85.010002,83.580002,83.650002,56.087021,7529000
2004-07-09,84.400002,84.500000,83.510002,83.889999,56.247948,6595200
2004-07-12,84.000000,85.250000,83.419998,84.099998,56.388756,6009200
2004-07-13,85.900002,86.089996,85.199997,85.250000,57.159801,6001000
2004-07-14,84.839996,85.239998,83.779999,84.129997,56.408878,6298600
2004-07-15,84.129997,84.629997,83.610001,84.019997,56.335087,7086500
2004-07-16,86.050003,86.480003,84.279999,84.279999,56.509438,10441400
